event_id,timestamp,city,driver_id,rider_id,trip_status,driver_status,pickup_lat,pickup_lon,trip_duration_mins,fare_amount
3d227305-b469-4da1-b371-83c0556bb0e1,2025-04-11T18:27:41.349991,London,DRV-3790,RID-2673,cancelled,active,52.612554,-2.337561,35,23.21
34a7308c-a2a2-45fd-a3d5-59979848c576,2025-04-11T18:27:41.350001,Leeds,DRV-1188,RID-1998,in_progress,inactive,52.127461,-0.723679,57,22.63
f42f3d39-8bf6-4e5a-a25b-97a8a001e6f1,2025-04-11T18:27:41.350012,Glasgow,DRV-2819,RID-3703,cancelled,active,52.457364,-0.992772,20,31.76
b94d708e-d308-4f73-8709-232ab91461d3,2025-04-11T18:27:41.350022,Glasgow,DRV-9535,RID-8203,cancelled,active,52.725316,-0.696027,52,21.49
3fad10a3-efaf-4570-a1f1-159e103c23f2,2025-04-11T18:27:41.350033,Manchester,DRV-3635,RID-2591,cancelled,active,52.405455,-1.434533,10,31.54
7260b0e4-6eae-4a3f-91d2-c94567618517,2025-04-11T18:27:41.350044,Birmingham,DRV-9988,RID-5557,cancelled,inactive,51.485011,-1.316132,10,5.58
add4c32c-1750-4e6a-a94e-7aaad4eaca7c,2025-04-11T18:27:41.350054,Manchester,DRV-2159,RID-5638,in_progress,active,52.648713,-3.091633,20,6.34
9c86a821-5475-456c-a5d5-bb766feaf058,2025-04-11T18:27:41.350064,Manchester,DRV-7937,RID-8304,cancelled,inactive,51.481082,-2.143593,35,11.35
5bc3af4c-f009-457f-ae46-7b82adc6d60c,2025-04-11T18:27:41.350074,Glasgow,DRV-7844,RID-3285,completed,inactive,52.930308,-0.535335,41,28.29
af92fed1-a1b0-41e1-9d68-cac4698c53b1,2025-04-11T18:27:41.350085,Glasgow,DRV-9614,RID-3740,completed,inactive,52.442995,-1.770963,46,15.78
cf2ab430-de16-481f-94ca-f969e775b734,2025-04-11T18:27:41.350101,Leeds,DRV-2390,RID-9448,completed,active,51.775809,-2.308424,21,11.5
22ab7cb8-9a96-498b-a81d-5cf026f263ec,2025-04-11T18:27:41.350116,Manchester,DRV-8265,RID-2695,completed,inactive,52.891052,-1.602798,22,27.64
24b9110f-9684-46fa-a5fc-be16a87e2678,2025-04-11T18:27:41.350126,Glasgow,DRV-7680,RID-7120,completed,inactive,51.685638,-3.083772,10,5.88
3bf2ae24-7a41-4e02-ba97-2b515d97d76d,2025-04-11T18:27:41.350136,Manchester,DRV-6782,RID-4011,cancelled,inactive,52.497118,-2.628749,41,15.62
b571a554-9e86-49b6-b29a-3f367225042a,2025-04-11T18:27:41.350147,Glasgow,DRV-1856,RID-9564,completed,inactive,52.406269,-0.604714,18,24.91
af9a5afe-7e30-40ea-a8ea-8f55124bcd5e,2025-04-11T18:27:41.350157,Leeds,DRV-1159,RID-1902,completed,active,51.50537,-2.147056,6,20.54
a248ebe0-c34c-47a3-ae62-1f7c044cd5bd,2025-04-11T18:27:41.350168,Leeds,DRV-4086,RID-4215,in_progress,inactive,53.201594,-3.158461,51,26.63
c6bece7e-cb8e-4665-a4fb-da8b8d9585b8,2025-04-11T18:27:41.350179,Glasgow,DRV-1070,RID-8917,cancelled,active,52.10826,-2.625335,18,36.14
c8d0abbf-e80e-4bd7-a9f4-e27632e71add,2025-04-11T18:27:41.350189,Manchester,DRV-6310,RID-3219,cancelled,active,53.430121,-1.484252,37,11.07
be646a6d-f176-4e57-b783-6dd0a0a74352,2025-04-11T18:27:41.350201,Glasgow,DRV-2352,RID-7130,cancelled,inactive,52.67215,-3.103168,23,30.99
3432b2ea-0319-4474-8ce2-c93dca0178f5,2025-04-11T18:27:41.350212,Birmingham,DRV-4668,RID-4209,cancelled,inactive,52.316481,-2.438492,2,28.5
18c183d1-5ca9-4b0c-b9c3-198b7318d43d,2025-04-11T18:27:41.350222,Glasgow,DRV-4698,RID-3868,in_progress,inactive,53.509182,-1.33335,18,38.06
83497c2c-f2e0-4467-9203-84a2d6fea3c0,2025-04-11T18:27:41.350233,Glasgow,DRV-9941,RID-8547,completed,active,53.121012,-1.798725,23,28.37
eb5e0112-6dce-4859-b6fe-ca7099e319fe,2025-04-11T18:27:41.350243,Leeds,DRV-3355,RID-5447,cancelled,inactive,52.037105,-2.989834,59,38.05
efdb07be-9cae-4c27-bbe3-3bc11f5d7419,2025-04-11T18:27:41.350254,Manchester,DRV-3203,RID-5120,in_progress,active,53.456566,-2.919799,19,15.55
3a5386c1-bb53-4162-90fa-e7a33a3da677,2025-04-11T18:27:41.350264,Glasgow,DRV-2263,RID-6189,cancelled,active,52.5677,-1.501033,38,29.87
f568dc79-29a0-4582-82b2-80ea4405552f,2025-04-11T18:27:41.350275,London,DRV-6121,RID-3945,cancelled,active,52.386768,-1.573995,15,36.21
0532fa5c-3cd1-4fa3-b8ec-9538bffe6808,2025-04-11T18:27:41.350285,Manchester,DRV-7858,RID-7072,in_progress,inactive,51.991215,-0.606238,36,13.39
131ba84e-8f70-4463-a374-9633d1c3fb2d,2025-04-11T18:27:41.350295,London,DRV-5762,RID-8700,in_progress,active,51.529569,-0.921986,41,30.38
9a183fae-83b5-40d5-b07f-4d114a29c15a,2025-04-11T18:27:41.350306,Manchester,DRV-6079,RID-7735,cancelled,active,52.292751,-2.767444,25,7.92
4dd86728-37e0-48c4-a728-379496ea9687,2025-04-11T18:27:41.350348,London,DRV-1521,RID-5869,completed,active,51.662513,-2.954387,14,27.94
82cb8b03-dfe0-4296-ae04-e45c4710f5ef,2025-04-11T18:27:41.350368,Manchester,DRV-4296,RID-6704,in_progress,inactive,52.809364,-1.459837,28,19.8
dada7b6f-4e6f-4367-a42d-c7731c4826ee,2025-04-11T18:27:41.350388,Leeds,DRV-5203,RID-1366,cancelled,active,52.193216,-1.258991,58,35.72
6ed7003b-0890-45ff-8f03-219be85598c8,2025-04-11T18:27:41.350407,Leeds,DRV-5365,RID-1256,in_progress,active,53.494628,-3.021608,39,7.12
4eb8a67b-8c0a-4036-92fa-5c079ec42582,2025-04-11T18:27:41.350426,Leeds,DRV-8012,RID-4890,in_progress,inactive,51.831224,-0.51425,29,19.94
31891b6a-a872-4c85-885f-3e544f23303c,2025-04-11T18:27:41.351888,Manchester,DRV-9734,RID-6904,cancelled,inactive,53.312208,-2.213572,54,28.61
196fb292-6490-41f0-aaf9-72efe23dc9ae,2025-04-11T18:27:41.351913,Birmingham,DRV-7010,RID-1301,completed,inactive,51.84568,-1.527916,13,19.33
7751c44c-1646-4882-9d48-51a32e34ad75,2025-04-11T18:27:41.351934,Manchester,DRV-3201,RID-3537,cancelled,active,51.62451,-1.84971,38,16.67
2cb3918b-ea78-49a9-ba90-579e48603530,2025-04-11T18:27:41.351953,Glasgow,DRV-9971,RID-6191,completed,active,52.912743,-2.979507,56,10.58
ae900dbc-33a9-406b-b554-933c2968aec4,2025-04-11T18:27:41.351971,Glasgow,DRV-4207,RID-9767,in_progress,active,52.352746,-2.274656,55,6.38
1209ba86-a0b7-4cf2-a45c-df163d3356b0,2025-04-11T18:27:41.351988,Manchester,DRV-3826,RID-1706,in_progress,inactive,53.109701,-2.104343,17,35.12
20cf2a12-d162-4980-af2e-38899fcab9a8,2025-04-11T18:27:41.352006,Birmingham,DRV-8606,RID-3200,in_progress,inactive,52.47816,-2.650427,52,19.1
62696ded-66a7-43b1-b7e4-4c439a106767,2025-04-11T18:27:41.352023,London,DRV-5874,RID-3660,in_progress,inactive,53.266649,-2.031831,53,28.64
fd6849bc-f63d-443b-82f6-20679fee4f28,2025-04-11T18:27:41.352041,Birmingham,DRV-6904,RID-7965,cancelled,inactive,51.614697,-0.639543,6,4.87
ad98d250-2143-474a-a090-850e64a0d7b7,2025-04-11T18:27:41.352059,Manchester,DRV-6393,RID-3558,cancelled,active,51.490407,-1.638712,46,14.37
b0e4967c-0eeb-4083-bb5a-15777db70d6f,2025-04-11T18:27:41.352077,Birmingham,DRV-6496,RID-2987,cancelled,inactive,52.046784,-1.108877,18,10.11
566a44da-237d-4f42-bbe6-cd513b275744,2025-04-11T18:27:41.352095,Birmingham,DRV-8291,RID-5760,cancelled,active,52.532937,-2.961807,60,36.46
de9047de-82b7-462f-91bd-c7fb02554a38,2025-04-11T18:27:41.352112,Birmingham,DRV-9836,RID-6246,in_progress,active,51.753834,-2.529585,44,26.36
1cdf7f57-61ac-49a6-b550-96d846c1a7a7,2025-04-11T18:27:41.352131,Birmingham,DRV-7638,RID-5740,completed,active,53.217091,-0.948359,23,12.83
1c670c28-09fd-4eef-85d2-2ae5c5101277,2025-04-11T18:27:41.352148,Manchester,DRV-8066,RID-4290,cancelled,active,52.119715,-2.564269,54,33.41
0a0d999d-eedc-43bd-86bc-b418abbe21c8,2025-04-11T18:27:41.352165,Birmingham,DRV-8632,RID-7687,completed,inactive,52.814257,-1.971656,41,26.52
ca148a07-64a1-4a43-9023-30a6c7bc878e,2025-04-11T18:27:41.352183,Manchester,DRV-9476,RID-4277,in_progress,active,52.467684,-0.736337,38,10.46
8ea8cc28-8461-4a34-b0f6-95e5e3d7271a,2025-04-11T18:27:41.352202,Manchester,DRV-9171,RID-3371,completed,inactive,52.828706,-1.323538,7,17.53
460021e6-1b7f-43ee-a694-7f037b78f626,2025-04-11T18:27:41.352220,Glasgow,DRV-9381,RID-8555,cancelled,active,51.873316,-1.635218,56,21.35
6bb6e7f5-251c-4f7f-8287-2596f6831b82,2025-04-11T18:27:41.352239,Birmingham,DRV-9642,RID-4836,in_progress,active,53.189216,-1.342198,3,29.49
b928526a-a8d6-48e0-8895-c44690d204fc,2025-04-11T18:27:41.352258,Glasgow,DRV-4966,RID-4195,cancelled,inactive,52.655291,-1.014005,18,23.64
0c0d61ad-0584-4287-90c4-9c4f6e93e464,2025-04-11T18:27:41.352277,Glasgow,DRV-1950,RID-6930,cancelled,inactive,52.762779,-2.924566,34,35.85
599716e4-45ca-4be4-84fb-8fbb23d93276,2025-04-11T18:27:41.354636,Birmingham,DRV-6294,RID-6686,in_progress,inactive,52.091488,-0.69422,60,17.02
bdeb8dd9-6443-4ef1-9c78-4ab2e530c19f,2025-04-11T18:27:41.354683,Birmingham,DRV-5742,RID-4960,cancelled,active,52.812272,-2.744221,58,21.52
d793259f-09d2-45bb-8816-16489caa7e13,2025-04-11T18:27:41.354706,Glasgow,DRV-5693,RID-8743,completed,inactive,53.115486,-1.738765,42,27.03
a59ade7d-11ad-432f-a847-b480ffe5bc0e,2025-04-11T18:27:41.357714,Manchester,DRV-8857,RID-7457,cancelled,inactive,51.527278,-1.950555,33,8.1
1f57e40c-f230-48c3-b39c-db6ad13da9c0,2025-04-11T18:27:41.357740,Birmingham,DRV-7080,RID-7932,completed,inactive,51.339965,-1.948396,29,22.44
f9b2b114-e3ee-4f3d-bee0-5a8e5fec4f8d,2025-04-11T18:27:41.357760,Glasgow,DRV-1803,RID-6009,in_progress,inactive,52.490828,-1.083963,40,33.65
2a62fbcd-ba71-4bf7-a3e6-be5c0992b775,2025-04-11T18:27:41.357780,Birmingham,DRV-4789,RID-5911,completed,active,53.119701,-2.392535,30,10.51
d651061f-3c75-4601-b063-40d0cc28a259,2025-04-11T18:27:41.357799,Glasgow,DRV-9902,RID-3095,cancelled,inactive,51.590697,-1.892492,20,23.54
fb4284db-7edb-46a9-8af5-62c817707385,2025-04-11T18:27:41.357818,Glasgow,DRV-5360,RID-3582,cancelled,active,51.675997,-1.566338,41,22.47
5d939b6a-9ca6-4789-9cd7-2edc5e25d0f7,2025-04-11T18:27:41.357835,Birmingham,DRV-4359,RID-9589,completed,inactive,52.73183,-1.308564,35,25.41
021c9317-f5cc-45d5-8adc-7fe396bf09e5,2025-04-11T18:27:41.357853,Birmingham,DRV-7753,RID-4189,cancelled,active,52.056399,-2.60961,7,15.06
5e015fa1-f980-4c66-be54-7a22fc0640b4,2025-04-11T18:27:41.357875,Leeds,DRV-7870,RID-7470,in_progress,inactive,52.071998,-2.094477,33,28.96
37023c86-b747-438c-91e2-ce02d0d602f0,2025-04-11T18:27:41.357940,Birmingham,DRV-3398,RID-1847,in_progress,active,51.740277,-2.469703,19,35.97
f7294fa7-418b-4bdc-aa67-366ad695efcf,2025-04-11T18:27:41.357964,Birmingham,DRV-6497,RID-7853,completed,active,51.704878,-1.621441,59,36.28
c0e85a62-438a-437e-b494-8fe0268adcde,2025-04-11T18:27:41.357986,Glasgow,DRV-3953,RID-9517,in_progress,active,52.74863,-1.340178,37,35.06
3ab924c2-ae8f-4ed4-b8e8-78d0ddde82d4,2025-04-11T18:27:41.358007,Birmingham,DRV-5991,RID-5304,cancelled,active,51.389467,-2.415335,27,10.09
79e69e76-5f4a-479b-9e98-e7487b36c9de,2025-04-11T18:27:41.358026,Birmingham,DRV-7028,RID-5774,cancelled,inactive,51.711064,-1.073469,21,33.04
a5909526-7fb2-48d9-8990-84380f06f533,2025-04-11T18:27:41.358045,Birmingham,DRV-8346,RID-2495,completed,inactive,51.677807,-1.708404,44,11.46
9b3b592b-39b8-41a1-85ae-5f7c0c08ea8f,2025-04-11T18:27:41.358064,Glasgow,DRV-9322,RID-6135,in_progress,inactive,51.389728,-3.093288,51,29.05
c59184a2-244e-42a6-8ffa-3448c9f3263d,2025-04-11T18:27:41.358082,Glasgow,DRV-3077,RID-8520,cancelled,inactive,52.886676,-2.008867,31,36.77
e48434a5-2c10-4c3d-9ca4-3fcee425455f,2025-04-11T18:27:41.358101,Manchester,DRV-6131,RID-9067,completed,inactive,51.927417,-2.626101,3,36.62
628e5466-110a-4e13-8776-b42a9b92a27c,2025-04-11T18:27:41.358119,Manchester,DRV-8886,RID-7432,in_progress,active,53.595927,-2.312763,45,38.52
b8a2ae7f-5c89-40ae-8bf1-8c6a543c7173,2025-04-11T18:27:41.358137,Manchester,DRV-8075,RID-4003,completed,active,52.026624,-1.149881,46,19.56
965eed6f-e57f-4171-aff1-dc4084b1e927,2025-04-11T18:27:41.358157,Birmingham,DRV-7674,RID-3443,cancelled,active,52.087121,-0.730956,35,6.4
7f678646-69f7-4e98-9c11-57c2b2dfb6cd,2025-04-11T18:27:41.358175,Manchester,DRV-7112,RID-5332,cancelled,active,52.799751,-1.116583,48,23.46
8dd14599-54fd-490c-adc1-27cd1f563f7e,2025-04-11T18:27:41.358194,Glasgow,DRV-8698,RID-3477,completed,inactive,52.403299,-1.492412,27,4.77
a45853d4-f599-49fc-b1dd-92e186f6211c,2025-04-11T18:27:41.358211,Glasgow,DRV-9932,RID-5677,cancelled,inactive,51.712696,-1.908817,32,12.39
858f1d53-6420-41db-add2-6526afbd6d9a,2025-04-11T18:27:41.358229,Manchester,DRV-2659,RID-2863,in_progress,inactive,51.715071,-3.19508,55,13.39
1b33dee9-fd05-4f04-a16d-a832c599263f,2025-04-11T18:27:41.358248,London,DRV-8695,RID-3709,in_progress,inactive,51.842768,-2.860049,35,26.3
72708336-cbba-4470-9e57-8dd11a0aa24f,2025-04-11T18:27:41.358268,Glasgow,DRV-7448,RID-4834,completed,inactive,51.554785,-2.64125,42,9.72
0f479ffe-6784-49b5-83bb-06ad849736a9,2025-04-11T18:27:41.358288,Leeds,DRV-9863,RID-4748,completed,inactive,52.502751,-1.075761,48,13.42
5299fa8e-9dc0-4ce0-8f79-be2ba27f1943,2025-04-11T18:27:41.358306,London,DRV-6665,RID-4095,in_progress,inactive,51.797594,-2.873197,23,39.4
105888dd-45d6-454c-b6ba-16c186bc9e5e,2025-04-11T18:27:41.361491,Leeds,DRV-1764,RID-1111,cancelled,inactive,53.270922,-3.100821,31,30.48
df4c1d70-49cb-483d-9550-cb2eee45e715,2025-04-11T18:27:41.361508,Leeds,DRV-6063,RID-5756,cancelled,active,52.075041,-1.015163,32,19.93
0a9aa159-81f0-4cc1-b213-08ca8683b6cc,2025-04-11T18:27:41.361521,Birmingham,DRV-2389,RID-8455,completed,active,51.941697,-0.521537,5,34.87
e91ba0bd-68c0-4136-8bd5-83f12d626e88,2025-04-11T18:27:41.361532,Manchester,DRV-5678,RID-1789,completed,active,53.018789,-2.644192,15,37.3
cd85e651-6d33-47c3-a9b0-3f1ec3ad390c,2025-04-11T18:27:41.361544,Leeds,DRV-4734,RID-7558,completed,active,53.270186,-2.27763,56,36.06
ad7927f0-b112-4c31-80ad-82a0c5fd8b68,2025-04-11T18:27:41.361555,Leeds,DRV-2149,RID-5559,completed,inactive,53.502868,-2.760259,3,36.48
7c1611f0-edf7-488d-bfb9-a5828c44293b,2025-04-11T18:27:41.361566,Leeds,DRV-7421,RID-8476,completed,active,52.577687,-1.451776,54,7.82
8960e123-a41a-44bc-95bc-0183fdf11d8c,2025-04-11T18:27:41.361577,Leeds,DRV-5941,RID-5948,cancelled,active,52.889615,-1.882247,37,3.56
cabba901-1cc2-43ca-889e-f41f82761d67,2025-04-11T18:27:41.361588,London,DRV-4891,RID-9534,in_progress,inactive,53.561772,-0.548236,32,37.58
f6b1b531-b89d-4cb7-99ba-9a726f7e96f5,2025-04-11T18:27:41.361602,London,DRV-3639,RID-9616,completed,active,51.34343,-3.140099,34,34.06
87829814-a204-47cb-935e-b83fb7cd9920,2025-04-11T18:27:41.361622,Manchester,DRV-8945,RID-5719,completed,active,51.490379,-0.810227,48,36.09
dffdd586-7483-4e85-ac33-2f48f069f14a,2025-04-11T18:27:41.361640,London,DRV-6851,RID-9668,in_progress,inactive,51.45904,-0.550246,33,20.6
01fdeff8-4654-46d5-b03c-ffd9d5c2c68c,2025-04-11T18:27:41.361657,Leeds,DRV-1786,RID-8819,in_progress,active,51.82553,-1.824959,58,29.35
28da68ae-eb23-48c2-a031-ea5b84b811d2,2025-04-11T18:27:41.361675,Birmingham,DRV-3265,RID-9805,completed,inactive,52.195084,-0.955853,18,23.0
7aa14617-4e5f-401f-a26b-4304d087c41f,2025-04-11T18:27:41.367944,Manchester,DRV-6495,RID-2311,in_progress,active,53.193087,-2.6873,2,26.15
9a365551-be5f-4763-a632-1f6cff6a47b2,2025-04-11T18:27:41.367963,Glasgow,DRV-5219,RID-4365,in_progress,active,52.247938,-0.821547,46,9.31
f4627328-f2ca-48c0-a47a-b17b0c14211d,2025-04-11T18:27:41.367983,London,DRV-8892,RID-4606,in_progress,active,51.6477,-0.557075,57,21.99
20b40a36-7b22-4b66-94a0-85c18e3a6c80,2025-04-11T18:27:41.368017,Glasgow,DRV-5365,RID-3886,completed,active,53.57434,-1.416406,25,10.59
b35d724a-ac91-4854-a811-ad253878ec5c,2025-04-11T18:27:41.368037,Manchester,DRV-7935,RID-5491,completed,active,52.058145,-2.246275,38,21.14
0562f1b7-c0e1-4ec2-8a57-3918734b046b,2025-04-11T18:27:41.368057,Birmingham,DRV-4890,RID-4521,cancelled,inactive,52.329994,-1.796548,40,31.89
db42c346-c290-410b-af98-2971b70726d2,2025-04-11T18:27:41.368077,London,DRV-2531,RID-5207,cancelled,active,52.52898,-2.726573,39,28.31
53b1518a-6047-4c68-b35e-0727a5e021c2,2025-04-11T18:27:41.368122,London,DRV-2229,RID-9213,in_progress,active,51.613141,-2.687308,23,25.29
48307b47-f471-4c2a-989b-83cb0e7745d3,2025-04-11T18:27:41.368145,Birmingham,DRV-3919,RID-9274,in_progress,inactive,51.756199,-2.516514,52,9.42
71fd7968-b9a3-4918-a78b-bc1b5aa89d11,2025-04-11T18:27:41.368167,Manchester,DRV-8888,RID-9323,in_progress,active,52.52107,-2.743017,11,18.55
6b6665dc-9efb-491e-b28d-d9ddc3e40947,2025-04-11T18:27:41.368188,Manchester,DRV-7689,RID-1734,cancelled,inactive,53.513849,-1.806807,32,33.21
5b42c069-1fe8-44a7-b16d-8f0dc18a61f1,2025-04-11T18:27:41.368209,Glasgow,DRV-8986,RID-3018,in_progress,active,51.370296,-1.386222,35,3.42
dd12d5af-b94d-4dec-aa3a-a95fb60e8abd,2025-04-11T18:27:41.368231,Birmingham,DRV-9163,RID-1748,cancelled,active,52.300866,-1.419873,46,24.51
e38b80ba-a7b4-4c12-837a-218609f46b0a,2025-04-11T18:27:41.368251,Glasgow,DRV-3145,RID-9201,in_progress,active,52.958017,-1.73762,44,33.52
e3a50377-64f7-4594-b3ad-0dca4c89eee5,2025-04-11T18:27:41.368271,Manchester,DRV-5173,RID-5390,in_progress,active,53.540476,-1.356636,46,12.88
5762ee9f-1f9d-4d41-9fde-c25db4516844,2025-04-11T18:27:41.368449,Glasgow,DRV-8959,RID-9125,cancelled,inactive,51.540692,-0.601569,34,5.42
7124d4d7-e4e4-42bc-86dd-03ad35f46286,2025-04-11T18:27:41.368485,Glasgow,DRV-7447,RID-9525,in_progress,inactive,52.500464,-0.615872,14,3.87
0f50c569-aae2-45ac-9793-bcbc59ea1ee3,2025-04-11T18:27:41.368508,Manchester,DRV-2066,RID-5657,completed,inactive,52.932335,-0.584953,56,25.33
a11a6e1c-e1c9-4df2-8ed4-05cddea39540,2025-04-11T18:27:41.369395,Manchester,DRV-5283,RID-3290,completed,inactive,52.851106,-0.957406,23,27.2
51990d77-40e3-4b2e-ae33-180b3cdf4e30,2025-04-11T18:27:41.369414,Glasgow,DRV-8629,RID-3650,in_progress,inactive,53.071892,-2.755833,52,34.64
1a9d2daa-6e30-45c9-adb8-0706acc933b7,2025-04-11T18:27:41.369425,London,DRV-7784,RID-4294,cancelled,inactive,53.172701,-2.562589,46,37.62
65c28a40-56fb-49c9-9311-d49881dfa88a,2025-04-11T18:27:41.369436,Leeds,DRV-1426,RID-8218,in_progress,inactive,53.042052,-1.918065,18,35.51
70d39721-7a09-4338-b99a-de0c2795e55a,2025-04-11T18:27:41.369446,London,DRV-6564,RID-7975,in_progress,inactive,53.591521,-0.67041,2,9.14
17450993-f4a2-4c8d-91c4-15595197040d,2025-04-11T18:27:41.369457,London,DRV-8208,RID-1404,completed,inactive,53.493092,-2.882644,21,26.9
de590eb4-6267-4d5d-9db4-773ef0dd489e,2025-04-11T18:27:41.369467,Birmingham,DRV-5499,RID-7712,cancelled,active,52.878534,-1.549951,44,37.97
7b8c5068-3ccb-43ee-95e9-b2560b81fdde,2025-04-11T18:27:41.369497,Leeds,DRV-9125,RID-5057,completed,active,52.98857,-3.020244,2,33.75
89480f77-ba23-4dbd-a397-293629d5625f,2025-04-11T18:27:41.369511,London,DRV-7611,RID-8597,completed,active,51.738462,-3.123724,52,24.52
cc3f9aa5-c2a9-4590-9d02-464036802726,2025-04-11T18:27:41.369523,London,DRV-6083,RID-7466,completed,active,53.256145,-2.343581,51,7.48
1555beb0-ef58-4a98-9c3c-500f1a706549,2025-04-11T18:27:41.369534,Birmingham,DRV-1959,RID-9551,completed,active,51.995166,-1.634717,15,27.56
a4432102-03f1-402e-b423-f9da7e010616,2025-04-11T18:27:41.369544,Manchester,DRV-7580,RID-4904,completed,inactive,53.556077,-1.139046,45,34.86
f910210c-6fba-4395-a04f-248e87a047a5,2025-04-11T18:27:41.369555,Manchester,DRV-1918,RID-1953,completed,inactive,53.406717,-1.56028,7,9.18
5a947127-544e-4d16-bce0-30e242eb3c53,2025-04-11T18:27:41.369565,London,DRV-5917,RID-9866,in_progress,active,52.573568,-1.434034,26,35.15
1a844e36-dca0-4f9d-abec-171fc3b3ee12,2025-04-11T18:27:41.369575,Birmingham,DRV-7391,RID-4310,completed,active,51.40738,-1.53856,14,24.28
a2d26fe9-e7ad-401e-a13a-c98ae7fb3734,2025-04-11T18:27:41.369585,London,DRV-2720,RID-9106,cancelled,inactive,51.926383,-0.795118,21,24.56
06ee38b5-4e7d-4746-bf9f-2ff4472709a0,2025-04-11T18:27:41.369650,London,DRV-3955,RID-5162,cancelled,inactive,52.203105,-1.356633,30,19.08
fda47b3f-7ca5-4053-af01-88467945fe4a,2025-04-11T18:27:41.369672,Leeds,DRV-4038,RID-5296,in_progress,inactive,51.593577,-1.199312,27,22.65
13e62e1c-67e3-409d-9bdb-ed1e8ace8c6a,2025-04-11T18:27:41.369689,Leeds,DRV-2679,RID-5976,cancelled,inactive,51.779399,-1.677078,38,9.24
