event_id,timestamp,city,driver_id,rider_id,trip_status,fare_amount
6173b61e-035d-40bb-8f32-9626b6140cb3,2025-04-11T10:08:00,London,DRV-6115,RID-6765,in_progress,23.25
7fd5c3be-c543-4849-b791-a96622848822,2025-04-11T10:56:00,London,DRV-7462,RID-6824,completed,37.61
ae600c56-59d2-4366-9acd-6848b616ab7e,2025-04-11T10:48:00,Manchester,DRV-1225,RID-2623,in_progress,34.49
a66359fb-9359-4576-a386-d3322c45cde8,2025-04-11T10:51:00,Manchester,DRV-2005,RID-9320,completed,38.43
b1ad61e1-d550-4c2b-b9b5-2bafdd3e5774,2025-04-11T10:19:00,Leeds,DRV-4532,RID-4053,completed,29.48
d0078743-7420-434b-90fb-485f4ebd3c3c,2025-04-11T10:50:00,Leeds,DRV-1728,RID-2676,completed,33.39
aad81324-b9ad-4b96-a850-6841c9880f3a,2025-04-11T10:30:00,Leeds,DRV-4950,RID-7854,in_progress,17.68
21f05e26-a2cb-4939-b910-7bf3d6bd7c1e,2025-04-11T10:53:00,Manchester,DRV-6095,RID-1734,cancelled,38.97
84b150a9-008e-4c5f-be62-1b8038d5dbb8,2025-04-11T10:20:00,London,DRV-7651,RID-7306,completed,28.7
218f599c-3451-4b11-8c93-12c305b82f73,2025-04-11T10:54:00,Manchester,DRV-3928,RID-1639,in_progress,30.68
6d699a78-fd26-4b7b-bdf4-276db5579269,2025-04-11T10:19:00,Leeds,DRV-4589,RID-5872,cancelled,14.43
a81f3d4e-80e1-461b-9392-417cd6e0b2cf,2025-04-11T10:49:00,Manchester,DRV-3441,RID-4498,in_progress,33.52
52fde71f-bbd6-4e1a-9457-f300a9d738bf,2025-04-11T10:10:00,Manchester,DRV-4001,RID-3926,in_progress,20.88
d8b5cbe3-192e-45b5-b14a-27081674a4ab,2025-04-11T10:50:00,London,DRV-8475,RID-2598,completed,28.97
0fcb960d-303d-4e66-80e7-afe42d2d2bf8,2025-04-11T10:03:00,Manchester,DRV-9312,RID-3537,completed,14.29
797bded4-900b-4b5c-8d37-b4a1b1851b0f,2025-04-11T10:07:00,London,DRV-9517,RID-5615,in_progress,32.12
92c075fb-2f51-4fc4-acc6-6d94d6c30d75,2025-04-11T10:16:00,London,DRV-1793,RID-6115,in_progress,18.74
e5f4a23e-f030-4bb0-90f6-5e42e25f5fb3,2025-04-11T10:13:00,Leeds,DRV-1656,RID-5181,completed,14.47
c14903ed-bede-4972-a9e1-cafb65a068ce,2025-04-11T10:33:00,London,DRV-9833,RID-5899,completed,32.8
9e2e9216-64d0-4b6e-9c9a-52d558db71d8,2025-04-11T10:45:00,Manchester,DRV-1845,RID-9507,completed,5.48
f0daf372-87b9-4f90-961f-fb39a39fe42f,2025-04-11T10:23:00,Leeds,DRV-1307,RID-4064,in_progress,29.7
e61c8411-5df6-44f5-abc4-5f12a15f76f5,2025-04-11T10:38:00,Manchester,DRV-9028,RID-8687,cancelled,38.82
8eacd511-429a-43ba-a421-bdece7db1201,2025-04-11T10:34:00,Leeds,DRV-2952,RID-8105,in_progress,34.1
f08da7f4-79d9-44f9-9834-24ddc90cec13,2025-04-11T10:51:00,London,DRV-2622,RID-7000,in_progress,33.29
583c5dfd-bbe3-418a-b700-6d4eb8065f0b,2025-04-11T10:06:00,Manchester,DRV-3262,RID-3705,in_progress,38.32
a006292b-d94e-4abd-af1b-77fa2fa10aea,2025-04-11T10:02:00,London,DRV-2637,RID-3627,in_progress,36.62
ffa1539e-88d7-4021-9564-b9387b8690c5,2025-04-11T10:03:00,Leeds,DRV-7310,RID-9955,cancelled,18.28
ab9da47f-b64a-4320-b53f-2267b861a21a,2025-04-11T10:52:00,Leeds,DRV-9258,RID-9799,completed,13.65
d40fcd52-b3f7-44d8-9181-fd8916f8b333,2025-04-11T10:28:00,Leeds,DRV-6818,RID-2794,cancelled,21.58
4869c46b-3b0a-4287-a632-b0a87fbf9055,2025-04-11T10:15:00,Leeds,DRV-8364,RID-7981,in_progress,12.2
7e15d120-6fbc-4c3b-a0f0-a76350e16391,2025-04-11T10:53:00,Leeds,DRV-9368,RID-3355,in_progress,28.27
f7ec61c0-c4a3-4ee2-a5f5-e60b62c27878,2025-04-11T10:45:00,London,DRV-7695,RID-3543,cancelled,24.63
03d400b9-b2d4-4471-ae30-25491ba06241,2025-04-11T10:32:00,London,DRV-3817,RID-2496,completed,30.03
09da4981-bfb0-4f3a-b410-c59e6972c760,2025-04-11T10:28:00,Manchester,DRV-1418,RID-5250,completed,33.75
8630f427-f6c3-4eca-beba-95e9f4704dae,2025-04-11T10:40:00,Manchester,DRV-7114,RID-5462,cancelled,19.06
e5e52d50-7bec-49f5-9eeb-a06f86661336,2025-04-11T10:52:00,London,DRV-7464,RID-5550,in_progress,20.98
de7f2526-1233-4edd-a665-ab5d53f96ccc,2025-04-11T10:39:00,Manchester,DRV-7757,RID-4254,completed,21.72
f1e2ae87-8f62-4c1f-ba01-6e3a292a607d,2025-04-11T10:24:00,Manchester,DRV-5277,RID-9295,completed,32.56
01f72b76-219d-4a9f-bb53-849bcbd0dffa,2025-04-11T10:01:00,Manchester,DRV-6578,RID-1285,in_progress,26.65
cd68042f-db16-4004-98f5-488d28a868e8,2025-04-11T10:09:00,Manchester,DRV-1751,RID-4450,completed,19.86
1fd4ee7b-8dc2-4dd7-b913-38ee2fd5142d,2025-04-11T10:27:00,London,DRV-5591,RID-8867,in_progress,22.2
6c66f619-89f1-445a-b017-2b40863e60a2,2025-04-11T10:23:00,Leeds,DRV-5194,RID-1837,completed,5.63
c0fc0922-2e88-4a07-9e78-eca3db636f9f,2025-04-11T10:51:00,London,DRV-1029,RID-2653,completed,19.62
16e235d0-672d-408c-8aa1-76507efd8714,2025-04-11T10:35:00,Manchester,DRV-4946,RID-9098,in_progress,3.44
80379aef-d7e6-4e52-a03e-8b2f9bd5900e,2025-04-11T10:13:00,Manchester,DRV-7885,RID-7884,in_progress,13.58
2ced6c27-524b-4147-a7b0-be5787ac465c,2025-04-11T10:18:00,Leeds,DRV-7789,RID-1960,cancelled,30.82
cc107db0-9157-441e-a76f-a625a3bffe67,2025-04-11T10:56:00,London,DRV-3761,RID-3829,in_progress,38.69
e7f83062-4281-449a-8ee7-ff8537f8f574,2025-04-11T10:53:00,Manchester,DRV-8522,RID-7567,in_progress,10.5
da66e0f4-7d30-486e-b75d-2462e0f08f51,2025-04-11T10:57:00,London,DRV-6180,RID-5818,completed,8.61
961591c8-a1d6-402d-a03a-8727e8ffc094,2025-04-11T10:49:00,Manchester,DRV-7522,RID-1176,cancelled,19.16
de9421ea-87d0-4160-ac70-14b1498cc010,2025-04-11T10:04:00,London,DRV-8379,RID-5807,in_progress,11.67
cc9a8c28-a849-409d-a87a-68197c17b0cd,2025-04-11T04:25:00,London,DRV-1410,RID-7825,completed,35.57
1ad74c9d-31d4-42a9-a111-7b5b21305165,2025-04-11T04:51:00,Manchester,DRV-7762,RID-7975,cancelled,35.44
24d15220-1664-41aa-a00b-f64aa63085c6,2025-04-11T04:00:00,London,DRV-2119,RID-7932,in_progress,33.81
e9fa1cec-39a3-459f-aca7-5ac5563cdf84,2025-04-11T04:28:00,London,DRV-1309,RID-3053,completed,14.58
142c506a-8b8e-4306-913d-0661af410a0f,2025-04-11T04:28:00,Manchester,DRV-7481,RID-7398,in_progress,19.08
b1c45eb1-2c90-4808-8eb8-e2dfb23cb6fb,2025-04-11T04:16:00,Leeds,DRV-7878,RID-5722,in_progress,20.85
f8561a82-9a68-41d8-97de-33be8004c376,2025-04-11T04:46:00,London,DRV-9374,RID-5204,completed,4.65
7f9b6cec-f10f-4f7b-bd1c-84486dbb4565,2025-04-11T04:21:00,Leeds,DRV-4135,RID-1282,in_progress,37.48
f0783307-723e-4934-8aee-834fa135541d,2025-04-11T04:10:00,Manchester,DRV-8026,RID-3777,cancelled,24.01
e59179c5-1076-48bf-be76-a8dcdb0dfea3,2025-04-11T04:04:00,London,DRV-2016,RID-6498,in_progress,5.34
41e922c4-45ce-4a9b-88c6-163ff46f9ab7,2025-04-11T04:26:00,London,DRV-2064,RID-9412,in_progress,13.91
b34f6823-953e-4b32-b46a-1b0c68bcfd1e,2025-04-11T04:00:00,Leeds,DRV-2255,RID-6255,in_progress,14.58
33454e93-8763-45c8-8470-27aa8b2141dd,2025-04-11T04:45:00,Leeds,DRV-6168,RID-5856,completed,34.73
30383076-d5b3-4974-b17c-e8e1becd59f1,2025-04-11T04:28:00,London,DRV-4091,RID-3288,in_progress,6.15
513c49e8-e001-46d0-8778-b00444c4b28d,2025-04-11T04:31:00,Leeds,DRV-6590,RID-2315,completed,18.15
5442d61b-9114-47b1-972d-495563ee5125,2025-04-11T04:49:00,Leeds,DRV-7697,RID-2301,in_progress,15.67
417d632a-7001-4e7b-9d6a-e54bb7ec4773,2025-04-11T04:27:00,Leeds,DRV-8100,RID-4981,cancelled,7.61
1e0897db-6af9-41eb-935f-95f702afaf71,2025-04-11T04:32:00,Manchester,DRV-1815,RID-3138,in_progress,39.77
f984d733-f6fc-484c-b800-5e470b76d8dd,2025-04-11T04:38:00,Leeds,DRV-1804,RID-3449,completed,7.37
cbdd1c10-b397-4ebb-89a3-09d37ca0ce54,2025-04-11T04:44:00,Leeds,DRV-8272,RID-4487,completed,33.07
b01db014-4335-4810-a959-0e8011f10dc9,2025-04-11T04:03:00,Manchester,DRV-9883,RID-6343,cancelled,25.57
9fea9320-e4be-4723-89d8-8edfff897639,2025-04-11T04:56:00,Leeds,DRV-5346,RID-8447,cancelled,32.29
d1b4b950-e93c-4735-a556-33ffb00e07be,2025-04-11T04:42:00,Leeds,DRV-1761,RID-4003,in_progress,38.48
072f04ce-6a88-4347-99e1-b28c2f973d9e,2025-04-11T04:02:00,Leeds,DRV-5171,RID-4503,in_progress,35.64
7a592db5-b67a-4bc8-956b-b3a235fdccd7,2025-04-11T04:59:00,Manchester,DRV-6546,RID-9419,in_progress,19.43
c8155c04-5c8a-49d9-9974-8bbf6b068760,2025-04-11T04:16:00,London,DRV-9688,RID-2366,in_progress,4.59
4126d03e-c09b-4998-9b07-3fb30c20af7c,2025-04-11T04:48:00,Leeds,DRV-4479,RID-9015,cancelled,11.62
a92b5f63-751a-4d0a-95bd-e35bb7e9464c,2025-04-11T04:26:00,Leeds,DRV-6688,RID-8198,cancelled,11.24
9953ccf3-cf5b-4ca7-9d7d-84edb68907a8,2025-04-11T04:22:00,London,DRV-5964,RID-6407,cancelled,32.83
a9af20cd-d854-4d4d-8241-4dec012009f9,2025-04-11T04:20:00,Leeds,DRV-1384,RID-1169,in_progress,34.35
17589eb3-10ed-4443-9ffa-bfab11e0ffe8,2025-04-11T04:22:00,Manchester,DRV-6950,RID-6695,in_progress,13.45
441e5315-7ea0-48d4-9557-a1b47393a390,2025-04-11T04:46:00,Manchester,DRV-3180,RID-2052,completed,19.61
66d3ec6c-c0f5-47b2-a10c-d4ec7f523efc,2025-04-11T04:11:00,Manchester,DRV-9967,RID-7152,in_progress,27.07
85d5e910-e6b0-4433-99f7-cb0e166da82c,2025-04-11T04:45:00,Leeds,DRV-6773,RID-5849,cancelled,30.1
c9dc037f-e465-45cf-a934-ba8d11511aea,2025-04-11T04:21:00,London,DRV-2738,RID-6296,completed,28.04
5bd13f7f-6364-4d12-ae8b-316a6fcbe096,2025-04-11T04:13:00,London,DRV-8041,RID-2765,cancelled,36.09
c9ad4244-fc1a-4fe3-bd21-030b5609d6ad,2025-04-11T04:57:00,London,DRV-7672,RID-2586,cancelled,15.86
4ed570ad-7318-47c3-a02c-1bed94a355b8,2025-04-11T04:20:00,Leeds,DRV-8470,RID-5587,completed,32.44
8840b738-885d-42ce-acc3-0f2e0e56e2a1,2025-04-11T04:25:00,Manchester,DRV-8779,RID-5137,in_progress,17.46
d6dbac75-c192-44c5-9174-951ce11576c4,2025-04-11T04:04:00,Manchester,DRV-9966,RID-9731,in_progress,16.48
50610cdc-8924-41c6-b910-d2dde59418ef,2025-04-11T04:54:00,Leeds,DRV-2057,RID-2263,cancelled,28.91
3180a702-ceae-47e8-bbb1-ac97362e09d6,2025-04-11T04:02:00,Leeds,DRV-8149,RID-5085,cancelled,16.43
281fc053-b7ae-41dd-8d92-01377b257620,2025-04-11T04:09:00,Leeds,DRV-4455,RID-8094,in_progress,37.28
ce94e2cb-0a2b-4779-b4bd-77ffe0c9c559,2025-04-11T04:15:00,London,DRV-9013,RID-8608,in_progress,4.43
c9d40044-26b5-419e-9eb0-dcb25e856463,2025-04-11T04:56:00,Manchester,DRV-2634,RID-5103,completed,27.38
656c4178-caad-4c5a-bf14-9e0cf0c5f603,2025-04-11T04:08:00,London,DRV-4128,RID-3557,in_progress,34.71
ffba3f30-8cbb-45bf-acbc-0080a14763be,2025-04-11T04:02:00,Manchester,DRV-2835,RID-5802,in_progress,28.73
b6c8d854-06c5-4a41-a224-060221c2c322,2025-04-11T04:30:00,London,DRV-4819,RID-9137,completed,12.07
30d39315-737f-402c-8ebe-d375e5f427d1,2025-04-11T04:30:00,London,DRV-9833,RID-8597,completed,7.29
4b43aff7-df7a-467e-b6e4-0d1239aa884e,2025-04-11T04:30:00,Manchester,DRV-8648,RID-3275,cancelled,37.93
38b51b56-8563-4eda-a946-f32266b95672,2025-04-11T04:37:00,London,DRV-2618,RID-5287,cancelled,16.46
e58f3c1a-1ddf-40a4-9e7f-4f1daa0818a2,2025-04-11T04:54:00,London,DRV-7828,RID-9563,in_progress,11.61
8e57b442-521c-499f-b684-3648075cca4c,2025-04-11T04:00:00,Manchester,DRV-8488,RID-4398,cancelled,26.94
43d104eb-272a-4b44-a10c-c4c794f6d17c,2025-04-11T04:54:00,Leeds,DRV-4342,RID-4014,cancelled,26.81
cb4d76a5-db8f-4dbb-9594-432cdf3018a6,2025-04-11T04:19:00,London,DRV-1543,RID-3997,in_progress,36.66
65858d7b-1f06-40ea-adc7-c4498d03f28c,2025-04-11T04:40:00,Leeds,DRV-4453,RID-4917,completed,31.93
d4b3cca9-534d-4b9b-8b27-bf0223ac7e65,2025-04-11T04:52:00,Leeds,DRV-9491,RID-6351,cancelled,28.12
3e30762a-9deb-441d-880b-ff5ac3cf9785,2025-04-11T04:30:00,Leeds,DRV-1589,RID-1112,in_progress,11.74
c807ce2b-bf48-42a0-8404-5c965a8d6811,2025-04-11T04:34:00,Leeds,DRV-7301,RID-5278,cancelled,15.95
272e70bd-2453-41db-82f2-3b38bb3acaf3,2025-04-11T04:53:00,Leeds,DRV-1127,RID-6031,completed,21.68
d217af93-aff7-45dd-96d6-8ce1fc06b512,2025-04-11T04:22:00,Manchester,DRV-6745,RID-9326,cancelled,26.73
5b837296-b347-4c75-85ed-3dbc43a2f524,2025-04-11T04:12:00,Manchester,DRV-9416,RID-3544,cancelled,15.35
0225bd85-a9d7-457d-9d6f-11cc92eabb51,2025-04-11T04:59:00,London,DRV-8145,RID-5559,in_progress,7.09
db351490-7b36-407e-bf5b-354200466c66,2025-04-11T04:25:00,Manchester,DRV-6331,RID-9143,cancelled,36.05
b2b665aa-fcb8-4a15-98b3-c6a07fe3ef9d,2025-04-11T04:32:00,Manchester,DRV-8366,RID-5765,in_progress,35.99
0f55fe9f-8e6c-481f-bf99-e6dae4bd425d,2025-04-11T04:13:00,Leeds,DRV-9931,RID-4459,completed,13.44
790b76b1-5659-432d-b266-1f2efa38632f,2025-04-11T04:11:00,Manchester,DRV-8954,RID-2160,cancelled,28.3
507d347c-c0a3-4c16-b3fc-eb33724d70e4,2025-04-11T04:58:00,Manchester,DRV-9018,RID-5245,in_progress,35.84
d4a99b69-5f60-42a7-bdb5-cb77bd7bf2e5,2025-04-11T04:36:00,London,DRV-4837,RID-3896,cancelled,35.64
6b09b340-168a-44cd-aa1e-1c20cedfd6e3,2025-04-11T04:34:00,London,DRV-6336,RID-4999,completed,28.51
c800b1ad-4547-4003-8f9b-f348a69a218b,2025-04-11T04:15:00,Manchester,DRV-1584,RID-5821,completed,38.99
adc8d22c-0c55-4377-a35f-771c6451778b,2025-04-11T04:51:00,London,DRV-6127,RID-9918,cancelled,30.13
3af3e138-bfb9-4c09-a589-0b89d484a1c9,2025-04-11T04:08:00,London,DRV-4876,RID-5392,completed,24.4
db3e230a-159e-4678-95cc-f3943aaa8ba5,2025-04-11T04:02:00,Leeds,DRV-3565,RID-5156,cancelled,23.07
e9ecc6f8-5e2f-4fc8-a4cf-dae7140f2952,2025-04-11T04:07:00,Manchester,DRV-5460,RID-9635,in_progress,16.46
5c6179d3-c1fb-4696-8a9a-6a2991d34b96,2025-04-11T04:10:00,Leeds,DRV-1169,RID-8423,cancelled,12.8
82fb8fc3-fa58-4223-8b78-33dc471adc94,2025-04-11T04:17:00,Manchester,DRV-6959,RID-2712,cancelled,37.51
4b9f2003-a3f1-4d36-a3cc-c33ef99c31d4,2025-04-11T04:25:00,Leeds,DRV-4082,RID-2734,cancelled,37.59
a23dfdef-8e2f-4a28-85e1-a865c23bb5aa,2025-04-11T04:24:00,Manchester,DRV-6175,RID-4522,in_progress,23.46
3e68c1d7-b711-4ee6-a65f-e786237f6b9a,2025-04-11T04:22:00,Manchester,DRV-2326,RID-6432,cancelled,37.34
346fea4f-208c-4a36-b0d1-1006a572d790,2025-04-11T04:03:00,London,DRV-6097,RID-7358,completed,35.9
ddf1cfd8-a826-48f0-9971-7f2129d41a62,2025-04-11T04:51:00,London,DRV-6556,RID-8395,in_progress,16.7
eacaa395-be63-421c-941d-16e11f7cf8b7,2025-04-11T04:49:00,Leeds,DRV-7302,RID-7246,in_progress,22.47
5958c575-02eb-471c-a3cf-e42fc5968871,2025-04-11T04:14:00,Leeds,DRV-7176,RID-9091,in_progress,6.15
9e562984-f64e-438f-b224-44ee02acc36b,2025-04-11T04:02:00,Leeds,DRV-3911,RID-4567,completed,5.05
e8517087-94aa-4d37-9021-59fceec2a67d,2025-04-11T04:35:00,London,DRV-2737,RID-3744,cancelled,25.99
4072963a-2164-4a76-9efc-f8184ea1329e,2025-04-11T04:05:00,Manchester,DRV-9909,RID-9439,cancelled,35.9
9f2c5e79-ff01-44e5-893d-f2a34b5dca9c,2025-04-11T04:26:00,London,DRV-8464,RID-9308,cancelled,30.73
298bf07a-cf54-40a4-85b1-80b0ec28831e,2025-04-11T04:00:00,London,DRV-7652,RID-6005,in_progress,36.13
825fe933-eb78-41a6-9491-127c544a91eb,2025-04-11T04:16:00,Leeds,DRV-2908,RID-1855,completed,30.07
1d3fc8a4-2737-438a-92b8-92bcf275654c,2025-04-11T04:23:00,Manchester,DRV-7046,RID-5923,in_progress,13.44
b5870670-357f-49be-b265-ad9cc2248566,2025-04-11T04:15:00,Manchester,DRV-8851,RID-4303,cancelled,36.73
a484f223-dae1-4a69-9e64-0e312dfc1b42,2025-04-11T04:53:00,London,DRV-1273,RID-5057,in_progress,18.3
75a595ec-b5a1-4b09-b673-9abb4b99d4fa,2025-04-11T04:08:00,Leeds,DRV-9152,RID-7451,cancelled,13.23
e5555259-ce3a-4ebc-b82b-acad40d1a5ac,2025-04-11T04:18:00,London,DRV-3180,RID-7484,in_progress,15.78
4f9f485d-fed4-4225-be82-921332afacd9,2025-04-11T04:12:00,Leeds,DRV-6190,RID-3520,completed,9.45
e88e81e2-27e7-4d03-b05a-2df3daf51839,2025-04-11T04:39:00,London,DRV-4494,RID-9696,in_progress,12.73
1d5aacb9-1e99-4525-8379-394b201d5cb5,2025-04-11T04:09:00,Leeds,DRV-2392,RID-7659,in_progress,8.61
302d081e-8808-4ecd-a309-eada040ba181,2025-04-11T04:30:00,Leeds,DRV-4377,RID-3155,in_progress,32.2
c2899b87-f9a4-484f-a58b-e2471399fc9a,2025-04-11T04:33:00,London,DRV-1036,RID-8652,completed,25.41
591b20d5-bba3-4e82-8a63-8eba681b20ac,2025-04-11T05:28:00,London,DRV-1269,RID-2451,cancelled,33.82
a4a58066-67b3-468e-87b9-fc9afa5cda74,2025-04-11T05:56:00,London,DRV-9100,RID-7837,in_progress,34.18
6fdfccb0-5069-45a2-a3a1-83b7670ad697,2025-04-11T05:29:00,London,DRV-9938,RID-8842,completed,4.54
3b9d485e-d21a-4363-98ef-5b35ecebe65e,2025-04-11T05:25:00,London,DRV-3176,RID-3012,completed,29.03
d1d6898a-0ccd-41b3-96fd-80f045bf5ce6,2025-04-11T05:55:00,Manchester,DRV-5377,RID-9736,cancelled,34.86
eb8c5ce0-6b9d-4d1f-8962-7f1f3ddc4d09,2025-04-11T05:32:00,London,DRV-2555,RID-5691,in_progress,21.13
374d1341-1b9e-4c3f-96c6-cff93ced3a4e,2025-04-11T05:22:00,Leeds,DRV-7316,RID-8200,cancelled,39.29
8cd452e6-7d5d-47d0-831c-f0df30fcb320,2025-04-11T05:10:00,Leeds,DRV-3798,RID-7957,completed,37.64
69764809-29e6-44ef-a937-20ed4d31b798,2025-04-11T05:12:00,Manchester,DRV-4949,RID-6360,in_progress,38.58
8ac37471-d87b-4d85-9388-d4e68fc5a49c,2025-04-11T05:08:00,London,DRV-2408,RID-9980,in_progress,14.77
f71107bd-fbbd-476c-afc7-a14a3764b596,2025-04-11T05:05:00,London,DRV-7534,RID-1602,completed,23.24
8a6f7c29-7a5e-4a94-8f33-92d897d0cc87,2025-04-11T05:17:00,London,DRV-9957,RID-6912,in_progress,8.85
